出生年份,问题,同意,反对,强烈同意,强烈反对
1941, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,6,3,0,1
1941, 与其让国有企业亏损破产，不如转卖给资本家。,0,7,1,2
1941, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,8,1,0,1
1941, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,6,3,0,1
1941, 私人应当可以拥有和买卖土地。,5,4,0,1
1941, 政府应当采用较高的粮食收购价格以增加农民收入。,7,1,1,1
1941, 在华外国资本应享受和民族资本同样的待遇。,5,5,0,0
1941, 市场竞争中自然形成的垄断地位是无害的。,3,4,2,1
1941, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1,7,0,2
1941, 不应公开谈论自己长辈的缺点。,6,2,0,2
1941, 现代中国社会需要儒家思想。,4,3,1,2
1941, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,5,3,1,1
1941, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,5,3,1,1
1941, 周易八卦能够有效的解释很多事情。,7,2,0,1
1941, 中国传统医学对人体健康的观念比现代主流医学更高明。,6,2,2,0
1941, 汉字无需人为推行简化。,3,5,0,2
1941, 应当将中国传统文化的经典作品作为儿童基础教育读物。,7,1,2,0
1941, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,8,1,0,1
1928,如果人民没有受过民主教育，他们是不应该拥有普选权的。,1,0,0,1
1928, 人权高于主权。,1,0,0,1
1928, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,1,0,0,1
1928, 西方的多党制不适合中国国情。,0,1,0,1
1928, 在中国照搬西方式的言论自由会导致社会失序。,1,1,0,0
1928, 由高校自主考试招生比全国统一考试招生更好。,0,1,1,0
1928, 应该容许宗教人士在非宗教场所公开传教。,2,0,0,0
1928, 无论中小学生或大学生，都应参加由国家统一安排的军训。,0,1,0,1
1928, 国家的统一和领土完整是社会的最高利益。,1,1,0,0
1928, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1,0,0,1
1928, 国家有义务进行对外援助。,0,1,0,1
1928, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,0,0,1,1
1928, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,0,0,0,2
1928, 应当允许媒体代表某一特定阶层或利益集团发言。,2,0,0,0
1928, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,1,1,0,0
1928, 条件允许的话应该武力统一台湾。,0,0,1,1
1928, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,0,1,1,0
1928, 应该允许中国公民同时具有外国国籍。,1,1,0,0
1928, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,0,1,0,1
1928, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,1,0,0,1
1928, 最低工资应由国家规定。,1,1,0,0
1928, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,1,0,0,1
1928, 在重大工程项目的决策中，个人利益应该为社会利益让路。,1,0,0,1
1928, 浪费粮食也是个人的自由。,1,0,0,1
1928, 如果猪肉价格过高，政府应当干预。,0,0,0,2
1928, 应当对国外同类产品征收高额关税来保护国内民族工业。,0,0,0,2
1928, 教育应当尽可能公立。,0,0,0,2
1928, 国有企业的利益属于国家利益。,0,1,1,0
1928, 试图控制房地产价格的行为会破坏经济发展。,1,1,0,0
1928, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,1,0,0,1
1928, 有钱人理应获得更好的医疗服务。,1,1,0,0
1928, 高收入者应该公开自己的经济来源。,0,2,0,0
1928, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,1,0,0,1
1928, 与其让国有企业亏损破产，不如转卖给资本家。,1,0,0,1
1928, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,0,1,0,1
1928, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,1,0,0,1
1928, 私人应当可以拥有和买卖土地。,1,0,1,0
1928, 政府应当采用较高的粮食收购价格以增加农民收入。,1,1,0,0
1928, 在华外国资本应享受和民族资本同样的待遇。,2,0,0,0
1928, 市场竞争中自然形成的垄断地位是无害的。,1,1,0,0
1928, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,0,1,1,0
1928, 不应公开谈论自己长辈的缺点。,0,2,0,0
1928, 现代中国社会需要儒家思想。,0,1,0,1
1928, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,1,1,0,0
1928, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,1,1,0,0
1928, 周易八卦能够有效的解释很多事情。,1,1,0,0
1928, 中国传统医学对人体健康的观念比现代主流医学更高明。,1,0,0,1
1928, 汉字无需人为推行简化。,1,0,0,1
1928, 应当将中国传统文化的经典作品作为儿童基础教育读物。,1,0,0,1
1928, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,1,0,1,0
1962,如果人民没有受过民主教育，他们是不应该拥有普选权的。,71,95,9,77
1962, 人权高于主权。,90,77,50,35
1962, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,67,87,74,24
1962, 西方的多党制不适合中国国情。,55,140,7,50
1962, 在中国照搬西方式的言论自由会导致社会失序。,97,90,43,22
1962, 由高校自主考试招生比全国统一考试招生更好。,94,80,60,18
1962, 应该容许宗教人士在非宗教场所公开传教。,113,89,25,25
1962, 无论中小学生或大学生，都应参加由国家统一安排的军训。,106,75,24,47
1962, 国家的统一和领土完整是社会的最高利益。,102,62,62,26
1962, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,127,88,10,27
1962, 国家有义务进行对外援助。,90,100,7,55
1962, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,101,87,26,38
1962, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,104,89,28,31
1962, 应当允许媒体代表某一特定阶层或利益集团发言。,107,85,20,40
1962, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,106,89,30,27
1962, 条件允许的话应该武力统一台湾。,85,113,36,18
1962, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,91,65,68,28
1962, 应该允许中国公民同时具有外国国籍。,83,114,45,10
1962, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,34,181,10,27
1962, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,107,59,68,18
1962, 最低工资应由国家规定。,92,113,29,18
1962, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,115,109,12,16
1962, 在重大工程项目的决策中，个人利益应该为社会利益让路。,130,91,8,23
1962, 浪费粮食也是个人的自由。,110,108,14,20
1962, 如果猪肉价格过高，政府应当干预。,102,97,11,42
1962, 应当对国外同类产品征收高额关税来保护国内民族工业。,76,127,7,42
1962, 教育应当尽可能公立。,68,128,10,46
1962, 国有企业的利益属于国家利益。,141,77,22,12
1962, 试图控制房地产价格的行为会破坏经济发展。,42,173,10,27
1962, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,101,58,84,9
1962, 有钱人理应获得更好的医疗服务。,53,147,15,37
1962, 高收入者应该公开自己的经济来源。,89,81,60,22
1962, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,116,75,33,28
1962, 与其让国有企业亏损破产，不如转卖给资本家。,25,118,6,103
1962, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,136,84,17,15
1962, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,78,120,22,32
1962, 私人应当可以拥有和买卖土地。,93,92,44,23
1962, 政府应当采用较高的粮食收购价格以增加农民收入。,77,124,19,32
1962, 在华外国资本应享受和民族资本同样的待遇。,74,123,17,38
1962, 市场竞争中自然形成的垄断地位是无害的。,73,127,14,38
1962, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,100,91,18,43
1962, 不应公开谈论自己长辈的缺点。,107,63,65,17
1962, 现代中国社会需要儒家思想。,63,136,22,31
1962, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,158,44,28,22
1962, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,64,140,6,42
1962, 周易八卦能够有效的解释很多事情。,104,88,35,25
1962, 中国传统医学对人体健康的观念比现代主流医学更高明。,118,96,21,17
1962, 汉字无需人为推行简化。,48,130,20,54
1962, 应当将中国传统文化的经典作品作为儿童基础教育读物。,140,68,31,13
1962, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,159,40,42,11
1927,如果人民没有受过民主教育，他们是不应该拥有普选权的。,0,0,1,0
1927, 人权高于主权。,0,0,1,0
1927, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,0,0,0,1
1927, 西方的多党制不适合中国国情。,0,0,1,0
1927, 在中国照搬西方式的言论自由会导致社会失序。,1,0,0,0
1927, 由高校自主考试招生比全国统一考试招生更好。,0,0,1,0
1927, 应该容许宗教人士在非宗教场所公开传教。,0,0,0,1
1927, 无论中小学生或大学生，都应参加由国家统一安排的军训。,0,0,0,1
1927, 国家的统一和领土完整是社会的最高利益。,1,0,0,0
1927, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1,0,0,0
1927, 国家有义务进行对外援助。,0,0,0,1
1927, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,0,0,1,0
1927, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,1,0,0,0
1927, 应当允许媒体代表某一特定阶层或利益集团发言。,1,0,0,0
1927, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,0,0,1,0
1927, 条件允许的话应该武力统一台湾。,0,0,0,1
1927, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,0,0,1,0
1927, 应该允许中国公民同时具有外国国籍。,1,0,0,0
1927, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,0,1,0,0
1927, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,0,0,1,0
1927, 最低工资应由国家规定。,0,0,0,1
1927, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,0,0,0,1
1927, 在重大工程项目的决策中，个人利益应该为社会利益让路。,0,0,0,1
1927, 浪费粮食也是个人的自由。,1,0,0,0
1927, 如果猪肉价格过高，政府应当干预。,0,0,1,0
1927, 应当对国外同类产品征收高额关税来保护国内民族工业。,0,0,0,1
1927, 教育应当尽可能公立。,0,1,0,0
1927, 国有企业的利益属于国家利益。,0,0,1,0
1927, 试图控制房地产价格的行为会破坏经济发展。,0,0,1,0
1927, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,0,1,0,0
1927, 有钱人理应获得更好的医疗服务。,0,0,0,1
1927, 高收入者应该公开自己的经济来源。,0,0,0,1
1927, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,0,0,0,1
